Freq.	V(n022)
3.37287308658770e+005	(-7.97805553538882e+000dB,-1.30146743984255e+001°)
3.38064836205882e+005	(-7.99549808634400e+000dB,-1.34106631037759e+001°)
3.38844156139103e+005	(-8.01311984094625e+000dB,-1.38074800505826e+001°)
3.39625272590308e+005	(-8.03092220895787e+000dB,-1.42051151460988e+001°)
3.40408189700901e+005	(-8.04890658247145e+000dB,-1.46035581187667e+001°)
3.41192911621828e+005	(-8.06707433532660e+000dB,-1.50027985196695e+001°)
3.41979442513608e+005	(-8.08542682247409e+000dB,-1.54028257241196e+001°)
3.42767786546349e+005	(-8.10396537937501e+000dB,-1.58036289333456e+001°)
3.43557947899773e+005	(-8.12269132138879e+000dB,-1.62051971762826e+001°)
3.44349930763237e+005	(-8.14160594316745e+000dB,-1.66075193114861e+001°)
3.45143739335755e+005	(-8.16071051805485e+000dB,-1.70105840291528e+001°)
3.45939377826020e+005	(-8.18000629749535e+000dB,-1.74143798532198e+001°)
3.46736850452429e+005	(-8.19949451043159e+000dB,-1.78188951436256e+001°)
3.47536161443103e+005	(-8.21917636273409e+000dB,-1.82241180986240e+001°)
3.48337315035909e+005	(-8.23905303660204e+000dB,-1.86300367572662e+001°)
3.49140315478483e+005	(-8.25912569000369e+000dB,-1.90366390019257e+001°)
3.49945167028254e+005	(-8.27939545610293e+000dB,-1.94439125609775e+001°)
3.50751873952464e+005	(-8.29986344270248e+000dB,-1.98518450115700e+001°)
3.51560440528194e+005	(-8.32053073169181e+000dB,-2.02604237824946e+001°)
3.52370871042383e+005	(-8.34139837850663e+000dB,-2.06696361571588e+001°)
3.53183169791853e+005	(-8.36246741158944e+000dB,-2.10794692766777e+001°)
3.53997341083330e+005	(-8.38373883187333e+000dB,-2.14899101430522e+001°)
3.54813389233471e+005	(-8.40521361226824e+000dB,-2.19009456224526e+001°)
3.55631318568880e+005	(-8.42689269714807e+000dB,-2.23125624485982e+001°)
3.56451133426139e+005	(-8.44877700186198e+000dB,-2.27247472262368e+001°)
3.57272838151823e+005	(-8.47086741227474e+000dB,-2.31374864347142e+001°)
3.58096437102530e+005	(-8.49316478425916e+000dB,-2.35507664316516e+001°)
3.58921934644899e+005	(-8.51566994327725e+000dB,-2.39645734566813e+001°)
3.59749335155636e+005	(-8.53838368392171e+000dB,-2.43788936353089e+001°)
3.60578643021536e+005	(-8.56130676947859e+000dB,-2.47937129828470e+001°)
3.61409862639506e+005	(-8.58443993153056e+000dB,-2.52090174084126e+001°)
3.62242998416591e+005	(-8.60778386954310e+000dB,-2.56247927190422e+001°)
3.63078054769994e+005	(-8.63133925048878e+000dB,-2.60410246238553e+001°)
3.63915036127099e+005	(-8.65510670846311e+000dB,-2.64576987383155e+001°)
3.64753946925500e+005	(-8.67908684434085e+000dB,-2.68748005885470e+001°)
3.65594791613017e+005	(-8.70328022543069e+000dB,-2.72923156157383e+001°)
3.66437574647725e+005	(-8.72768738516110e+000dB,-2.77102291805877e+001°)
3.67282300497976e+005	(-8.75230882276139e+000dB,-2.81285265678554e+001°)
3.68128973642422e+005	(-8.77714500298475e+000dB,-2.85471929909155e+001°)
3.68977598570041e+005	(-8.80219635582667e+000dB,-2.89662135964390e+001°)
3.69828179780157e+005	(-8.82746327628127e+000dB,-2.93855734690499e+001°)
3.70680721782466e+005	(-8.85294612409777e+000dB,-2.98052576361020e+001°)
3.71535229097062e+005	(-8.87864522356916e+000dB,-3.02252510724619e+001°)
3.72391706254458e+005	(-8.90456086332266e+000dB,-3.06455387053519e+001°)
3.73250157795610e+005	(-8.93069329614728e+000dB,-3.10661054192200e+001°)
3.74110588271942e+005	(-8.95704273883979e+000dB,-3.14869360606488e+001°)
3.74973002245372e+005	(-8.98360937204074e+000dB,-3.19080154433207e+001°)
3.75837404288333e+005	(-9.01039334012656e+000dB,-3.23293283529598e+001°)
3.76703798983797e+005	(-9.03739475110822e+000dB,-3.27508595523490e+001°)
3.77572190925304e+005	(-9.06461367653221e+000dB,-3.31725937863487e+001°)
3.78442584716981e+005	(-9.09205015142901e+000dB,-3.35945157869094e+001°)
3.79314984973569e+005	(-9.11970417426684e+000dB,-3.40166102781220e+001°)
3.80189396320448e+005	(-9.14757570691454e+000dB,-3.44388619812837e+001°)
3.81065823393660e+005	(-9.17566467464570e+000dB,-3.48612556199454e+001°)
3.81944270839933e+005	(-9.20397096615868e+000dB,-3.52837759249583e+001°)
3.82824743316709e+005	(-9.23249443359101e+000dB,-3.57064076395416e+001°)
3.83707245492165e+005	(-9.26123489258573e+000dB,-3.61291355243226e+001°)
3.84591782045239e+005	(-9.29019212237839e+000dB,-3.65519443623475e+001°)
3.85478357665657e+005	(-9.31936586585102e+000dB,-3.69748189641424e+001°)
3.86366977053954e+005	(-9.34875582968447e+000dB,-3.73977441726611e+001°)
3.87257644921502e+005	(-9.37836168446949e+000dB,-3.78207048682770e+001°)
3.88150365990533e+005	(-9.40818306485771e+000dB,-3.82436859737406e+001°)
3.89045144994165e+005	(-9.43821956973976e+000dB,-3.86666724590716e+001°)
3.89941986676427e+005	(-9.46847076242849e+000dB,-3.90896493464297e+001°)
3.90840895792286e+005	(-9.49893617086655e+000dB,-3.95126017149820e+001°)
3.91741877107666e+005	(-9.52961528785641e+000dB,-3.99355147056621e+001°)
3.92644935399483e+005	(-9.56050757129254e+000dB,-4.03583735259390e+001°)
3.93550075455660e+005	(-9.59161244444670e+000dB,-4.07811634545048e+001°)
3.94457302075161e+005	(-9.62292929622059e+000dB,-4.12038698459251e+001°)
3.95366620068010e+005	(-9.65445748146412e+000dB,-4.16264781352115e+001°)
3.96278034255321e+005	(-9.68619632127784e+000dB,-4.20489738423558e+001°)
3.97191549469322e+005	(-9.71814510334807e+000dB,-4.24713425767894e+001°)
3.98107170553379e+005	(-9.75030308228846e+000dB,-4.28935700417786e+001°)
3.99024902362023e+005	(-9.78266948002006e+000dB,-4.33156420387436e+001°)
3.99944749760978e+005	(-9.81524348612224e+000dB,-4.37375444715153e+001°)
4.00866717627183e+005	(-9.84802425825601e+000dB,-4.41592633504993e+001°)
4.01790810848820e+005	(-9.88101092255528e+000dB,-4.45807847967850e+001°)
4.02717034325339e+005	(-9.91420257405204e+000dB,-4.50020950461499e+001°)
4.03645392967485e+005	(-9.94759827711908e+000dB,-4.54231804530030e+001°)
4.04575891697322e+005	(-9.98119706591504e+000dB,-4.58440274942054e+001°)
4.05508535448263e+005	(-1.00149979448540e+001dB,-4.62646227728524e+001°)
4.06443329165092e+005	(-1.00489998890786e+001dB,-4.66849530219179e+001°)
4.07380277803991e+005	(-1.00832018449384e+001dB,-4.71050051078480e+001°)
4.08319386332570e+005	(-1.01176027305133e+001dB,-4.75247660340062e+001°)
4.09260659729889e+005	(-1.01522014361102e+001dB,-4.79442229440746e+001°)
4.10204102986484e+005	(-1.01869968247766e+001dB,-4.83633631253448e+001°)
4.11149721104399e+005	(-1.02219877328474e+001dB,-4.87821740118778e+001°)
4.12097519097207e+005	(-1.02571729704850e+001dB,-4.92006431875823e+001°)
4.13047501990038e+005	(-1.02925513222172e+001dB,-4.96187583892229e+001°)
4.13999674819607e+005	(-1.03281215475141e+001dB,-5.00365075092557e+001°)
4.14954042634239e+005	(-1.03638823813444e+001dB,-5.04538785986210e+001°)
4.15910610493898e+005	(-1.03998325347445e+001dB,-5.08708598693974e+001°)
4.16869383470211e+005	(-1.04359706954183e+001dB,-5.12874396973518e+001°)
4.17830366646497e+005	(-1.04722955283110e+001dB,-5.17036066244051e+001°)
4.18793565117793e+005	(-1.05088056762113e+001dB,-5.21193493609436e+001°)
4.19758983990882e+005	(-1.05454997603360e+001dB,-5.25346567880837e+001°)
4.20726628384318e+005	(-1.05823763809642e+001dB,-5.29495179597648e+001°)
4.21696503428456e+005	(-1.06194341180161e+001dB,-5.33639221047801e+001°)
4.22668614265476e+005	(-1.06566715316797e+001dB,-5.37778586286744e+001°)
4.23642966049414e+005	(-1.06940871630328e+001dB,-5.41913171155365e+001°)
4.24619563946186e+005	(-1.07316795346465e+001dB,-5.46042873296953e+001°)
4.25598413133616e+005	(-1.07694471512252e+001dB,-5.50167592172888e+001°)
4.26579518801465e+005	(-1.08073885002091e+001dB,-5.54287229077394e+001°)
4.27562886151458e+005	(-1.08455020524167e+001dB,-5.58401687151070e+001°)
4.28548520397311e+005	(-1.08837862626677e+001dB,-5.62510871393502e+001°)
4.29536426764758e+005	(-1.09222395704044e+001dB,-5.66614688674629e+001°)
4.30526610491582e+005	(-1.09608604003107e+001dB,-5.70713047745415e+001°)
4.31519076827636e+005	(-1.09996471629535e+001dB,-5.74805859246936e+001°)
4.32513831034879e+005	(-1.10385982554099e+001dB,-5.78893035718759e+001°)
4.33510878387399e+005	(-1.10777120618591e+001dB,-5.82974491606416e+001°)
4.34510224171441e+005	(-1.11169869542418e+001dB,-5.87050143267526e+001°)
4.35511873685438e+005	(-1.11564212928614e+001dB,-5.91119908977116e+001°)
4.36515832240035e+005	(-1.11960134269980e+001dB,-5.95183708931887e+001°)
4.37522105158121e+005	(-1.12357616955302e+001dB,-5.99241465253515e+001°)
4.38530697774854e+005	(-1.12756644275414e+001dB,-6.03293101991110e+001°)
4.39541615437692e+005	(-1.13157199429286e+001dB,-6.07338545122402e+001°)
4.40554863506421e+005	(-1.13559265529942e+001dB,-6.11377722554397e+001°)
4.41570447353180e+005	(-1.13962825610651e+001dB,-6.15410564122694e+001°)
4.42588372362494e+005	(-1.14367862630582e+001dB,-6.19437001590489e+001°)
4.43608643931299e+005	(-1.14774359480949e+001dB,-6.23456968645889e+001°)
4.44631267468975e+005	(-1.15182298990662e+001dB,-6.27470400899212e+001°)
4.45656248397369e+005	(-1.15591663932066e+001dB,-6.31477235878716e+001°)
4.46683592150829e+005	(-1.16002437026825e+001dB,-6.35477413026061e+001°)
4.47713304176228e+005	(-1.16414600951345e+001dB,-6.39470873690619e+001°)
4.48745389932997e+005	(-1.16828138342473e+001dB,-6.43457561123126e+001°)
4.49779854893153e+005	(-1.17243031803013e+001dB,-6.47437420468535e+001°)
4.50816704541324e+005	(-1.17659263907060e+001dB,-6.51410398758101e+001°)
4.51855944374786e+005	(-1.18076817205429e+001dB,-6.55376444900842e+001°)
4.52897579903484e+005	(-1.18495674230910e+001dB,-6.59335509674209e+001°)
4.53941616650066e+005	(-1.18915817503496e+001dB,-6.63287545713937e+001°)
4.54988060149912e+005	(-1.19337229535433e+001dB,-6.67232507503712e+001°)
4.56036915951159e+005	(-1.19759892836380e+001dB,-6.71170351363434e+001°)
4.57088189614737e+005	(-1.20183789918281e+001dB,-6.75101035437596e+001°)
4.58141886714395e+005	(-1.20608903300212e+001dB,-6.79024519682718e+001°)
4.59198012836730e+005	(-1.21035215513221e+001dB,-6.82940765854078e+001°)
4.60256573581217e+005	(-1.21462709105064e+001dB,-6.86849737492187e+001°)
4.61317574560240e+005	(-1.21891366644740e+001dB,-6.90751399908498e+001°)
4.62381021399121e+005	(-1.22321170727030e+001dB,-6.94645720170776e+001°)
4.63446919736148e+005	(-1.22752103976924e+001dB,-6.98532667087869e+001°)
4.64515275222609e+005	(-1.23184149053996e+001dB,-7.02412211193912e+001°)
4.65586093522818e+005	(-1.23617288656532e+001dB,-7.06284324732354e+001°)
4.66659380314148e+005	(-1.24051505525897e+001dB,-7.10148981639213e+001°)
4.67735141287057e+005	(-1.24486782450378e+001dB,-7.14006157526329e+001°)
4.68813382145124e+005	(-1.24923102269220e+001dB,-7.17855829663773e+001°)
4.69894108605073e+005	(-1.25360447876527e+001dB,-7.21697976962281e+001°)
4.70977326396811e+005	(-1.25798802225026e+001dB,-7.25532579955029e+001°)
4.72063041263448e+005	(-1.26238148329717e+001dB,-7.29359620779351e+001°)
4.73151258961337e+005	(-1.26678469271463e+001dB,-7.33179083157939e+001°)
4.74241985260101e+005	(-1.27119748200505e+001dB,-7.36990952379906e+001°)
4.75335225942662e+005	(-1.27561968339797e+001dB,-7.40795215281371e+001°)
4.76430986805272e+005	(-1.28005112988383e+001dB,-7.44591860226135e+001°)
4.77529273657546e+005	(-1.28449165524551e+001dB,-7.48380877085694e+001°)
4.78630092322494e+005	(-1.28894109408956e+001dB,-7.52162257219398e+001°)
4.79733448636544e+005	(-1.29339928187645e+001dB,-7.55935993454220e+001°)
4.80839348449583e+005	(-1.29786605494935e+001dB,-7.59702080064461e+001°)
4.81947797624982e+005	(-1.30234125056318e+001dB,-7.63460512751142e+001°)
4.83058802039626e+005	(-1.30682470691177e+001dB,-7.67211288621345e+001°)
4.84172367583953e+005	(-1.31131626315355e+001dB,-7.70954406167548e+001°)
4.85288500161974e+005	(-1.31581575943807e+001dB,-7.74689865246525e+001°)
4.86407205691314e+005	(-1.32032303693067e+001dB,-7.78417667058417e+001°)
4.87528490103239e+005	(-1.32483793783535e+001dB,-7.82137814125738e+001°)
4.88652359342686e+005	(-1.32936030541885e+001dB,-7.85850310272016e+001°)
4.89778819368298e+005	(-1.33388998403141e+001dB,-7.89555160600793e+001°)
4.90907876152454e+005	(-1.33842681912943e+001dB,-7.93252371474202e+001°)
4.92039535681302e+005	(-1.34297065729399e+001dB,-7.96941950491781e+001°)
4.93173803954786e+005	(-1.34752134625247e+001dB,-8.00623906469083e+001°)
4.94310686986686e+005	(-1.35207873489451e+001dB,-8.04298249416590e+001°)
4.95450190804640e+005	(-1.35664267329270e+001dB,-8.07964990518199e+001°)
4.96592321450186e+005	(-1.36121301271771e+001dB,-8.11624142110040e+001°)
4.97737084978785e+005	(-1.36578960565517e+001dB,-8.15275717659417e+001°)
4.98884487459861e+005	(-1.37037230582084e+001dB,-8.18919731743372e+001°)
5.00034534976827e+005	(-1.37496096817530e+001dB,-8.22556200027807e+001°)
5.01187233627120e+005	(-1.37955544893826e+001dB,-8.26185139246286e+001°)
5.02342589522235e+005	(-1.38415560560187e+001dB,-8.29806567179115e+001°)
5.03500608787752e+005	(-1.38876129694169e+001dB,-8.33420502632590e+001°)
5.04661297563375e+005	(-1.39337238303073e+001dB,-8.37026965417935e+001°)
5.05824662002960e+005	(-1.39798872524817e+001dB,-8.40625976330973e+001°)
5.06990708274550e+005	(-1.40261018629158e+001dB,-8.44217557131343e+001°)
5.08159442560406e+005	(-1.40723663018512e+001dB,-8.47801730522092e+001°)
5.09330871057041e+005	(-1.41186792228998e+001dB,-8.51378520129501e+001°)
5.10504999975251e+005	(-1.41650392931087e+001dB,-8.54947950482813e+001°)
5.11681835540152e+005	(-1.42114451930575e+001dB,-8.58510046994238e+001°)
5.12861383991209e+005	(-1.42578956169150e+001dB,-8.62064835939102e+001°)
5.14043651582270e+005	(-1.43043892725076e+001dB,-8.65612344436168e+001°)
5.15228644581600e+005	(-1.43509248813784e+001dB,-8.69152600428098e+001°)
5.16416369271914e+005	(-1.43975011788476e+001dB,-8.72685632662068e+001°)
5.17606831950410e+005	(-1.44441169140438e+001dB,-8.76211470670574e+001°)
5.18800038928803e+005	(-1.44907708499617e+001dB,-8.79730144752442e+001°)
5.19995996533358e+005	(-1.45374617634926e+001dB,-8.83241685954048e+001°)
5.21194711104922e+005	(-1.45841884454521e+001dB,-8.86746126050585e+001°)
5.22396188998961e+005	(-1.46309497006143e+001dB,-8.90243497527745e+001°)
5.23600436585591e+005	(-1.46777443477236e+001dB,-8.93733833563421e+001°)
5.24807460249613e+005	(-1.47245712195196e+001dB,-8.97217168009733e+001°)
5.26017266390546e+005	(-1.47714291627443e+001dB,-9.00693535375091e+001°)
5.27229861422662e+005	(-1.48183170381479e+001dB,-9.04162970806774e+001°)
5.28445251775019e+005	(-1.48652337205014e+001dB,-9.07625510073261e+001°)
5.29663443891496e+005	(-1.49121780985784e+001dB,-9.11081189547319e+001°)
5.30884444230827e+005	(-1.49591490751648e+001dB,-9.14530046188820e+001°)
5.32108259266632e+005	(-1.50061455670419e+001dB,-9.17972117528174e+001°)
5.33334895487458e+005	(-1.50531665049723e+001dB,-9.21407441649589e+001°)
5.34564359396809e+005	(-1.51002108336859e+001dB,-9.24836057174960e+001°)
5.35796657513178e+005	(-1.51472775118595e+001dB,-9.28258003247674e+001°)
5.37031796370089e+005	(-1.51943655120804e+001dB,-9.31673319516770e+001°)
5.38269782516124e+005	(-1.52414738208405e+001dB,-9.35082046121345e+001°)
5.39510622514963e+005	(-1.52886014384791e+001dB,-9.38484223675139e+001°)
5.40754322945416e+005	(-1.53357473791727e+001dB,-9.41879893251290e+001°)
5.42000890401458e+005	(-1.53829106708770e+001dB,-9.45269096367512e+001°)
5.43250331492267e+005	(-1.54300903553064e+001dB,-9.48651874971219e+001°)
5.44502652842255e+005	(-1.54772854878653e+001dB,-9.52028271425245e+001°)
5.45757861091104e+005	(-1.55244951376265e+001dB,-9.55398328493305e+001°)
5.47015962893805e+005	(-1.55717183872734e+001dB,-9.58762089326246e+001°)
5.48276964920686e+005	(-1.56189543330373e+001dB,-9.62119597448067e+001°)
5.49540873857457e+005	(-1.56662020846658e+001dB,-9.65470896742374e+001°)
5.50807696405235e+005	(-1.57134607653501e+001dB,-9.68816031439025e+001°)
5.52077439280589e+005	(-1.57607295116682e+001dB,-9.72155046101087e+001°)
5.53350109215568e+005	(-1.58080074735309e+001dB,-9.75487985611798e+001°)
5.54625712957741e+005	(-1.58552938141195e+001dB,-9.78814895162003e+001°)
5.55904257270234e+005	(-1.59025877098121e+001dB,-9.82135820237671e+001°)
5.57185748931760e+005	(-1.59498883501309e+001dB,-9.85450806607632e+001°)
5.58470194736660e+005	(-1.59971949376618e+001dB,-9.88759900311585e+001°)
5.59757601494939e+005	(-1.60445066879891e+001dB,-9.92063147648359e+001°)
5.61047976032299e+005	(-1.60918228296278e+001dB,-9.95360595164269e+001°)
5.62341325190177e+005	(-1.61391426039528e+001dB,-9.98652289641733e+001°)
5.63637655825782e+005	(-1.61864652651112e+001dB,-1.00193827808827e+002°)
5.64936974812130e+005	(-1.62337900799617e+001dB,-1.00521860772541e+002°)
5.66239289038080e+005	(-1.62811163279918e+001dB,-1.00849332597808e+002°)
5.67544605408373e+005	(-1.63284433012358e+001dB,-1.01176248046403e+002°)
5.68852930843667e+005	(-1.63757703042111e+001dB,-1.01502611898354e+002°)
5.70164272280573e+005	(-1.64230966538145e+001dB,-1.01828428950936e+002°)
5.71478636671692e+005	(-1.64704216792583e+001dB,-1.02153704017675e+002°)
5.72796030985654e+005	(-1.65177447219888e+001dB,-1.02478441927379e+002°)
5.74116462207152e+005	(-1.65650651355949e+001dB,-1.02802647523201e+002°)
5.75439937336981e+005	(-1.66123822857251e+001dB,-1.03126325661684e+002°)
5.76766463392074e+005	(-1.66596955500149e+001dB,-1.03449481211867e+002°)
5.78096047405541e+005	(-1.67070043179846e+001dB,-1.03772119054392e+002°)
5.79428696426703e+005	(-1.67543079909676e+001dB,-1.04094244080626e+002°)
5.80764417521134e+005	(-1.68016059820191e+001dB,-1.04415861191811e+002°)
5.82103217770693e+005	(-1.68488977158288e+001dB,-1.04736975298218e+002°)
5.83445104273566e+005	(-1.68961826286314e+001dB,-1.05057591318344e+002°)
5.84790084144301e+005	(-1.69434601681284e+001dB,-1.05377714178099e+002°)
5.86138164513849e+005	(-1.69907297933962e+001dB,-1.05697348810027e+002°)
5.87489352529596e+005	(-1.70379909747865e+001dB,-1.06016500152547e+002°)
5.88843655355408e+005	(-1.70852431938616e+001dB,-1.06335173149194e+002°)
5.90201080171663e+005	(-1.71324859432785e+001dB,-1.06653372747896e+002°)
5.91561634175292e+005	(-1.71797187267271e+001dB,-1.06971103900259e+002°)
5.92925324579818e+005	(-1.72269410588204e+001dB,-1.07288371560865e+002°)
5.94292158615390e+005	(-1.72741524650241e+001dB,-1.07605180686584e+002°)
5.95662143528827e+005	(-1.73213524815417e+001dB,-1.07921536235930e+002°)
5.97035286583653e+005	(-1.73685406552605e+001dB,-1.08237443168382e+002°)
5.98411595060136e+005	(-1.74157165436309e+001dB,-1.08552906443771e+002°)
5.99791076255325e+005	(-1.74628797146023e+001dB,-1.08867931021641e+002°)
6.01173737483093e+005	(-1.75100297465139e+001dB,-1.09182521860662e+002°)
6.02559586074173e+005	(-1.75571662280222e+001dB,-1.09496683918026e+002°)
6.03948629376194e+005	(-1.76042887580113e+001dB,-1.09810422148869e+002°)
6.05340874753727e+005	(-1.76513969454867e+001dB,-1.10123741505725e+002°)
6.06736329588319e+005	(-1.76984904095160e+001dB,-1.10436646937952e+002°)
6.08135001278531e+005	(-1.77455687791236e+001dB,-1.10749143391216e+002°)
6.09536897239982e+005	(-1.77926316932028e+001dB,-1.11061235806969e+002°)
6.10942024905384e+005	(-1.78396788004386e+001dB,-1.11372929121920e+002°)
6.12350391724585e+005	(-1.78867097592111e+001dB,-1.11684228267560e+002°)
6.13762005164605e+005	(-1.79337242375199e+001dB,-1.11995138169670e+002°)
6.15176872709679e+005	(-1.79807219128912e+001dB,-1.12305663747850e+002°)
6.16595001861292e+005	(-1.80277024722911e+001dB,-1.12615809915056e+002°)
6.18016400138226e+005	(-1.80746656120497e+001dB,-1.12925581577155e+002°)
6.19441075076591e+005	(-1.81216110377702e+001dB,-1.13234983632491e+002°)
6.20869034229872e+005	(-1.81685384642419e+001dB,-1.13544020971461e+002°)
6.22300285168968e+005	(-1.82154476153682e+001dB,-1.13852698476088e+002°)
6.23734835482227e+005	(-1.82623382240687e+001dB,-1.14161021019637e+002°)
6.25172692775493e+005	(-1.83092100322079e+001dB,-1.14468993466212e+002°)
6.26613864672142e+005	(-1.83560627905141e+001dB,-1.14776620670374e+002°)
6.28058358813124e+005	(-1.84028962584858e+001dB,-1.15083907476769e+002°)
6.29506182857003e+005	(-1.84497102043255e+001dB,-1.15390858719774e+002°)
6.30957344479999e+005	(-1.84965044048557e+001dB,-1.15697479223129e+002°)
6.32411851376024e+005	(-1.85432786454267e+001dB,-1.16003773799610e+002°)
6.33869711256731e+005	(-1.85900327198620e+001dB,-1.16309747250686e+002°)
6.35330931851548e+005	(-1.86367664303502e+001dB,-1.16615404366204e+002°)
6.36795520907719e+005	(-1.86834795874006e+001dB,-1.16920749924051e+002°)
6.38263486190352e+005	(-1.87301720097342e+001dB,-1.17225788689880e+002°)
6.39734835482451e+005	(-1.87768435242246e+001dB,-1.17530525416788e+002°)
6.41209576584964e+005	(-1.88234939658279e+001dB,-1.17834964845024e+002°)
6.42687717316821e+005	(-1.88701231774856e+001dB,-1.18139111701725e+002°)
6.44169265514978e+005	(-1.89167310100697e+001dB,-1.18442970700627e+002°)
6.45654229034456e+005	(-1.89633173223076e+001dB,-1.18746546541798e+002°)
6.47142615748383e+005	(-1.90098819806887e+001dB,-1.19049843911388e+002°)
6.48634433548038e+005	(-1.90564248594203e+001dB,-1.19352867481365e+002°)
6.50129690342890e+005	(-1.91029458403385e+001dB,-1.19655621909275e+002°)
6.51628394060641e+005	(-1.91494448128383e+001dB,-1.19958111838012e+002°)
6.53130552647270e+005	(-1.91959216738034e+001dB,-1.20260341895576e+002°)
6.54636174067072e+005	(-1.92423763275466e+001dB,-1.20562316694839e+002°)
6.56145266302702e+005	(-1.92888086857237e+001dB,-1.20864040833348e+002°)
6.57657837355217e+005	(-1.93352186672697e+001dB,-1.21165518893106e+002°)
6.59173895244117e+005	(-1.93816061983505e+001dB,-1.21466755440344e+002°)
6.60693448007392e+005	(-1.94279712122626e+001dB,-1.21767755025354e+002°)
6.62216503701557e+005	(-1.94743136493989e+001dB,-1.22068522182262e+002°)
6.63743070401703e+005	(-1.95206334571594e+001dB,-1.22369061428862e+002°)
6.65273156201535e+005	(-1.95669305898939e+001dB,-1.22669377266417e+002°)
6.66806769213416e+005	(-1.96132050088414e+001dB,-1.22969474179489e+002°)
6.68343917568408e+005	(-1.96594566820627e+001dB,-1.23269356635757e+002°)
6.69884609416319e+005	(-1.97056855843802e+001dB,-1.23569029085849e+002°)
6.71428852925744e+005	(-1.97518916973063e+001dB,-1.23868495963183e+002°)
6.72976656284109e+005	(-1.97980750089974e+001dB,-1.24167761683798e+002°)
6.74528027697713e+005	(-1.98442355141794e+001dB,-1.24466830646206e+002°)
6.76082975391772e+005	(-1.98903732140909e+001dB,-1.24765707231238e+002°)
6.77641507610465e+005	(-1.99364881164229e+001dB,-1.25064395801895e+002°)
6.79203632616974e+005	(-1.99825802352708e+001dB,-1.25362900703199e+002°)
6.80769358693530e+005	(-2.00286495910583e+001dB,-1.25661226262069e+002°)
6.82338694141458e+005	(-2.00746962104903e+001dB,-1.25959376787170e+002°)
6.83911647281217e+005	(-2.01207201264893e+001dB,-1.26257356568792e+002°)
6.85488226452449e+005	(-2.01667213781524e+001dB,-1.26555169878708e+002°)
6.87068440014019e+005	(-2.02127000106746e+001dB,-1.26852820970065e+002°)
6.88652296344062e+005	(-2.02586560753156e+001dB,-1.27150314077243e+002°)
6.90239803840028e+005	(-2.03045896293263e+001dB,-1.27447653415759e+002°)
6.91830970918722e+005	(-2.03505007359110e+001dB,-1.27744843182125e+002°)
6.93425806016354e+005	(-2.03963894641594e+001dB,-1.28041887553756e+002°)
6.95024317588581e+005	(-2.04422558890040e+001dB,-1.28338790688850e+002°)
6.96626514110552e+005	(-2.04881000911650e+001dB,-1.28635556726279e+002°)
6.98232404076954e+005	(-2.05339221571019e+001dB,-1.28932189785486e+002°)
6.99841996002056e+005	(-2.05797221789481e+001dB,-1.29228693966388e+002°)
7.01455298419753e+005	(-2.06255002544861e+001dB,-1.29525073349264e+002°)
7.03072319883615e+005	(-2.06712564870689e+001dB,-1.29821331994662e+002°)
7.04693068966928e+005	(-2.07169909856037e+001dB,-1.30117473943306e+002°)
7.06317554262742e+005	(-2.07627038644657e+001dB,-1.30413503216003e+002°)
7.07945784383918e+005	(-2.08083952434799e+001dB,-1.30709423813541e+002°)
7.09577767963168e+005	(-2.08540652478643e+001dB,-1.31005239716605e+002°)
7.11213513653108e+005	(-2.08997140081735e+001dB,-1.31300954885691e+002°)
7.12853030126298e+005	(-2.09453416602647e+001dB,-1.31596573261018e+002°)
7.14496326075291e+005	(-2.09909483452511e+001dB,-1.31892098762439e+002°)
7.16143410212679e+005	(-2.10365342094491e+001dB,-1.32187535289356e+002°)
7.17794291271138e+005	(-2.10820994043350e+001dB,-1.32482886720646e+002°)
7.19448978003475e+005	(-2.11276440865073e+001dB,-1.32778156914576e+002°)
7.21107479182675e+005	(-2.11731684176364e+001dB,-1.33073349708715e+002°)
7.22769803601945e+005	(-2.12186725644242e+001dB,-1.33368468919868e+002°)
7.24435960074764e+005	(-2.12641566985610e+001dB,-1.33663518343992e+002°)
7.26105957434928e+005	(-2.13096209966785e+001dB,-1.33958501756121e+002°)
7.27779804536597e+005	(-2.13550656403197e+001dB,-1.34253422910286e+002°)
7.29457510254341e+005	(-2.14004908158783e+001dB,-1.34548285539452e+002°)
7.31139083483189e+005	(-2.14458967145786e+001dB,-1.34843093355428e+002°)
7.32824533138675e+005	(-2.14912835324229e+001dB,-1.35137850048810e+002°)
7.34513868156886e+005	(-2.15366514701540e+001dB,-1.35432559288893e+002°)
7.36207097494506e+005	(-2.15820007332072e+001dB,-1.35727224723617e+002°)
7.37904230128870e+005	(-2.16273315316959e+001dB,-1.36021849979474e+002°)
7.39605275058007e+005	(-2.16726440803382e+001dB,-1.36316438661466e+002°)
7.41310241300686e+005	(-2.17179385984484e+001dB,-1.36610994353003e+002°)
7.43019137896469e+005	(-2.17632153098801e+001dB,-1.36905520615855e+002°)
7.44731973905756e+005	(-2.18084744429984e+001dB,-1.37200020990073e+002°)
7.46448758409833e+005	(-2.18537162306398e+001dB,-1.37494498993931e+002°)
7.48169500510920e+005	(-2.18989409100703e+001dB,-1.37788958123837e+002°)
7.49894209332221e+005	(-2.19441487229559e+001dB,-1.38083401854286e+002°)
7.51622894017970e+005	(-2.19893399153227e+001dB,-1.38377833637776e+002°)
